,t,x,y,status,evt
0,0.0,0.49043527,0.21018608,False,0
1,0.001,0.46618235,0.20479636,False,0
2,0.002,0.49043527,0.16707158,False,0
3,0.003,0.4931293,0.19940828,False,0
4,0.004,0.4580986,0.20749204,False,0
5,0.005,0.5200763,0.22365956,False,0
6,0.006,0.48504555,0.21018608,False,0
7,0.007,0.4634883,0.21826984,False,0
8,0.008,0.47157207,0.19940828,False,0
9,0.009,0.4500148,0.21288176,False,0
10,0.01,0.47965583,0.19671258,False,0
11,0.011,0.46887803,0.18054506,False,0
12,0.012,0.43923536,0.21826984,False,0
13,0.013,0.49043527,0.2290493,False,0
14,0.014,0.46618235,0.19940828,False,0
15,0.015,0.47157207,0.20479636,False,0
16,0.016,0.47157207,0.18862882,False,0
17,0.017,0.43923536,0.20749204,False,0
18,0.018,0.44193104,0.19940828,False,0
19,0.019,0.4742661,0.19940828,False,0
20,0.02,0.43654132,0.20479636,False,0
21,0.021,0.4769618,0.21288176,False,0
22,0.022,0.4580986,0.19940828,False,0
23,0.023,0.4607926,0.22096552,False,0
24,0.024,0.47157207,0.23982874,False,0
25,0.025,0.43923536,0.14551432,False,0
26,0.026,0.4634883,0.1832391,False,0
27,0.027,0.45270884,0.20749204,False,0
28,0.028,0.49851903,0.24252278,False,0
29,0.029,0.4823515,0.20749204,False,0
30,0.03,0.46887803,0.18054506,False,0
31,0.031,0.5119925,0.21288176,False,0
32,0.032,0.4634883,0.18593478,False,0
33,0.033,0.4823515,0.22096552,False,0
34,0.034,0.50390875,0.23713306,False,0
35,0.035,0.495825,0.19671258,False,0
36,0.036,0.45540455,0.20479636,False,0
37,0.037,0.46887803,0.21826984,False,0
38,0.038,0.5146866,0.22635525,False,0
39,0.039,0.5119925,0.2748595,False,0
40,0.04,0.48504555,0.24521682,False,0
41,0.041,0.50390875,0.25330222,False,0
42,0.042,0.495825,0.25330222,False,0
43,0.043,0.4931293,0.23443902,False,0
44,0.044,0.4877396,0.23443902,False,0
45,0.045,0.5119925,0.27216378,False,0
46,0.046,0.5066028,0.21826984,False,0
47,0.047,0.495825,0.22635525,False,0
48,0.048,0.5389395,0.2479125,False,0
49,0.049,0.4823515,0.24521682,False,0
50,0.05,0.5012131,0.21826984,False,0
51,0.051,0.495825,0.23713306,False,0
52,0.052,0.5119925,0.19940828,False,0
53,0.053,0.5146866,0.25330222,False,0
54,0.054,0.4634883,0.2155758,False,0
55,0.055,0.4769618,0.21288176,False,0
56,0.056,0.5066028,0.23174332,False,0
57,0.057,0.51738226,0.20479636,False,0
58,0.058,0.495825,0.25330222,False,0
59,0.059,0.49851903,0.25330222,False,0
60,0.06,0.4877396,0.25330222,False,0
61,0.061,0.46887803,0.24252278,False,0
62,0.062,0.49851903,0.20749204,False,0
63,0.063,0.4742661,0.21288176,False,0
64,0.064,0.5092985,0.25599626,False,0
65,0.065,0.49043527,0.23443902,False,0
66,0.066,0.49851903,0.26946974,False,0
67,0.067,0.49043527,0.26408002,False,0
68,0.068,0.5092985,0.2479125,False,0
69,0.069,0.5335498,0.2290493,False,0
70,0.07,0.4769618,0.21288176,False,0
71,0.071,0.4931293,0.22365956,False,0
72,0.072,0.49043527,0.20749204,False,0
73,0.073,0.52277195,0.23443902,False,0
74,0.074,0.5066028,0.23443902,False,0
75,0.075,0.46887803,0.20210232,False,0
76,0.076,0.4634883,0.2155758,False,0
77,0.077,0.50390875,0.19401854,False,0
78,0.078,0.52277195,0.25060654,False,0
79,0.079,0.5092985,0.24252278,False,0
80,0.08,0.50390875,0.2155758,False,0
81,0.081,0.5146866,0.2479125,False,0
82,0.082,0.5200763,0.28294325,False,0
83,0.083,0.5146866,0.20749204,False,0
84,0.084,0.53624547,0.25060654,False,0
85,0.085,0.5146866,0.25599626,False,0
86,0.086,0.5389395,0.25060654,False,0
87,0.087,0.52277195,0.23174332,False,0
88,0.088,0.4742661,0.25060654,False,0
89,0.089,0.49851903,0.24521682,False,0
90,0.09,0.525466,0.23443902,False,0
91,0.091,0.49851903,0.2479125,False,0
92,0.092,0.47157207,0.2479125,False,0
93,0.093,0.5146866,0.23982874,False,0
94,0.094,0.495825,0.29641673,False,0
95,0.095,0.50390875,0.25599626,False,0
96,0.096,0.5066028,0.26138598,False,0
97,0.097,0.4823515,0.25060654,False,0
98,0.098,0.5308557,0.27755353,False,0
99,0.099,0.5308557,0.25330222,False,0
100,0.1,0.5119925,0.2802492,False,0
101,0.101,0.52816004,0.26946974,False,0
102,0.102,0.5119925,0.21826984,False,0
103,0.103,0.5308557,0.23713306,False,0
104,0.104,0.54163355,0.28833297,False,0
105,0.105,0.49851903,0.2586903,False,0
106,0.106,0.5308557,0.29641673,False,0
107,0.107,0.5200763,0.23443902,False,0
108,0.108,0.5066028,0.24521682,False,0
109,0.109,0.4931293,0.21826984,False,0
110,0.11,0.552413,0.25599626,False,0
111,0.111,0.5308557,0.26408002,False,0
112,0.112,0.5012131,0.29911077,False,0
113,0.113,0.4931293,0.25599626,False,0
114,0.114,0.5119925,0.2748595,False,0
115,0.115,0.5119925,0.29641673,False,0
116,0.116,0.54702324,0.25330222,False,0
117,0.117,0.52277195,0.2856373,False,0
118,0.118,0.49043527,0.26946974,False,0
119,0.119,0.5066028,0.26138598,False,0
120,0.12,0.5389395,0.3045005,False,0
121,0.121,0.50390875,0.24252278,False,0
122,0.122,0.5389395,0.29641673,False,0
123,0.123,0.5389395,0.26946974,False,0
124,0.124,0.5200763,0.22635525,False,0
125,0.125,0.51738226,0.2856373,False,0
126,0.126,0.5443292,0.24252278,False,0
127,0.127,0.5200763,0.2667757,False,0
128,0.128,0.5443292,0.24252278,False,0
129,0.129,0.4742661,0.2667757,False,0
130,0.13,0.5119925,0.26408002,False,0
131,0.131,0.52277195,0.2479125,False,0
132,0.132,0.49043527,0.29641673,False,0
133,0.133,0.49851903,0.29911077,False,0
134,0.134,0.495825,0.24252278,False,0
135,0.135,0.46618235,0.23982874,False,0
136,0.136,0.50390875,0.28833297,False,0
137,0.137,0.52816004,0.29641673,False,0
138,0.138,0.5389395,0.291027,False,0
139,0.139,0.5631924,0.32605773,False,0
140,0.14,0.552413,0.29911077,False,0
141,0.141,0.57666594,0.2856373,False,0
142,0.142,0.5443292,0.291027,False,0
143,0.143,0.5685805,0.291027,False,0
144,0.144,0.552413,0.30180645,False,0
145,0.145,0.55510706,0.26946974,True,2
146,0.146,0.4877396,0.22365956,True,2
147,0.147,0.49043527,0.29911077,True,2
148,0.148,0.41767812,0.23982874,True,2
149,0.149,0.3557004,0.23174332,True,2
150,0.15,0.25060654,0.25330222,True,2
151,0.151,0.22635525,0.25599626,True,2
152,0.152,0.11856735,0.21826984,True,2
153,0.153,-0.010779448,0.21018608,True,2
154,0.154,-0.0754512,0.16707158,True,2
155,0.155,-0.1401246,0.14281864,True,2
156,0.156,-0.18862882,0.18054506,True,2
157,0.157,-0.2290493,0.16437589,True,2
158,0.158,-0.26408002,0.11856735,True,2
159,0.159,-0.22635525,0.13742891,True,3
160,0.16,-0.18054506,0.15359809,True,3
161,0.161,-0.11048194,0.1077879,True,3
162,0.162,-0.08353496,0.09970414,True,3
163,0.163,-0.016167527,0.09431441,True,3
164,0.164,0.037726425,0.10239818,True,3
165,0.165,0.12126139,0.12126139,True,3
166,0.166,0.20749204,0.09162037,True,3
167,0.167,0.21288176,0.09700845,True,3
168,0.168,0.2856373,0.09700845,True,3
169,0.169,0.2856373,0.11048194,True,3
170,0.17,0.28833297,0.12126139,True,3
171,0.171,0.2667757,0.14820836,True,3
172,0.172,0.21826984,0.11048194,True,3
173,0.173,0.18593478,0.09970414,True,3
174,0.174,0.14820836,0.15629213,True,3
175,0.175,0.12126139,0.13742891,True,3
176,0.176,0.08084092,0.2155758,True,3
177,0.177,0.05389395,0.18054506,True,3
178,0.178,0.0646734,0.16437589,True,3
179,0.179,0.05658799,0.1077879,True,3
180,0.18,0.026946975,0.16976562,True,3
181,0.181,0.04042046,0.16976562,True,3
182,0.182,0.018863212,0.10239818,True,3
183,0.183,0.067367435,0.11856735,True,3
184,0.184,0.061977714,0.14551432,True,3
185,0.185,0.08623065,0.13473487,True,3
186,0.186,0.09431441,0.13204083,True,3
187,0.187,0.13742891,0.18862882,True,1
188,0.188,0.13204083,0.12395543,True,1
189,0.189,0.13473487,0.12934515,True,1
190,0.19,0.14281864,0.13204083,True,1
191,0.191,0.14820836,0.19132286,True,1
192,0.192,0.12395543,0.18593478,True,1
193,0.193,0.05119991,0.1077879,True,1
194,0.194,0.10239818,0.1832391,True,1
195,0.195,0.048504226,0.13204083,True,1
196,0.196,0.070061475,0.14281864,True,1
197,0.197,0.10239818,0.1724613,True,1
198,0.198,0.0754512,0.1077879,True,1
199,0.199,0.07275716,0.16168185,True,1
200,0.2,0.0754512,0.14551432,True,1
201,0.201,0.07814688,0.12126139,True,1
202,0.202,0.09431441,0.14820836,True,1
203,0.203,0.10239818,0.16976562,True,1
204,0.204,0.08353496,0.11856735,True,1
205,0.205,0.10509386,0.15359809,True,1
206,0.206,0.1401246,0.20479636,True,1
207,0.207,0.11587166,0.17784938,True,1
208,0.208,0.12665111,0.13473487,True,1
209,0.209,0.14820836,0.1401246,True,1
210,0.21,0.1509024,0.15629213,True,1
211,0.211,0.11048194,0.09162037,True,1
212,0.212,0.12934515,0.10239818,True,1
213,0.213,0.13473487,0.14551432,True,1
214,0.214,0.12395543,0.13204083,True,1
215,0.215,0.1077879,0.15629213,True,1
216,0.216,0.11856735,0.15629213,True,1
217,0.217,0.08892469,0.15359809,True,1
218,0.218,0.09700845,0.11856735,True,1
219,0.219,0.12395543,0.15629213,True,1
220,0.22,0.09970414,0.12665111,True,1
221,0.221,0.07814688,0.16976562,True,1
222,0.222,0.08892469,0.18593478,True,1
223,0.223,0.08623065,0.13473487,True,1
224,0.224,0.12395543,0.16168185,True,1
225,0.225,0.09431441,0.14281864,True,1
226,0.226,0.09700845,0.16437589,True,1
227,0.227,0.12395543,0.18593478,True,1
228,0.228,0.11587166,0.18593478,True,1
229,0.229,0.09700845,0.14820836,True,1
230,0.23,0.05119991,0.13473487,True,1
231,0.231,0.09970414,0.17515534,True,1
232,0.232,0.10239818,0.1832391,True,1
233,0.233,0.08892469,0.1589878,True,1
234,0.234,0.13204083,0.14820836,True,1
235,0.235,0.12395543,0.1509024,True,1
236,0.236,0.10509386,0.17784938,True,1
237,0.237,0.11048194,0.15359809,True,1
238,0.238,0.1077879,0.18054506,True,1
239,0.239,0.08892469,0.16437589,True,1
240,0.24,0.09431441,0.1832391,True,1
241,0.241,0.12665111,0.13204083,True,1
242,0.242,0.09431441,0.22096552,True,1
243,0.243,0.12126139,0.20210232,True,1
244,0.244,0.12126139,0.18593478,True,1
245,0.245,0.05658799,0.14551432,True,1
246,0.246,0.11048194,0.20210232,True,1
247,0.247,0.10509386,0.17784938,True,1
248,0.248,0.11048194,0.18862882,True,1
249,0.249,0.07275716,0.17784938,True,1
250,0.25,0.11856735,0.17515534,True,1
251,0.251,0.11317763,0.19671258,True,1
252,0.252,0.12665111,0.21288176,True,1
253,0.253,0.11048194,0.1832391,True,1
254,0.254,0.09162037,0.17784938,True,1
255,0.255,0.12934515,0.20749204,True,1
256,0.256,0.09970414,0.19401854,True,1
257,0.257,0.09970414,0.18054506,True,1
258,0.258,0.13204083,0.19401854,True,1
259,0.259,0.08623065,0.1832391,True,1
260,0.26,0.0646734,0.16437589,True,1
261,0.261,0.11856735,0.15359809,True,1
262,0.262,0.09162037,0.22096552,True,1
263,0.263,0.11317763,0.19401854,True,1
264,0.264,0.09431441,0.20479636,True,1
265,0.265,0.0646734,0.19132286,True,1
266,0.266,0.11048194,0.17515534,True,1
267,0.267,0.05658799,0.16168185,True,1
268,0.268,0.059283674,0.17784938,True,1
269,0.269,0.07814688,0.1509024,True,1
270,0.27,0.09162037,0.1724613,True,1
271,0.271,0.061977714,0.17784938,True,1
272,0.272,0.10239818,0.19132286,True,1
273,0.273,0.08353496,0.22635525,True,1
274,0.274,0.08084092,0.19940828,True,1
275,0.275,0.067367435,0.17515534,True,1
276,0.276,0.11856735,0.18593478,True,1
277,0.277,0.08353496,0.18593478,True,1
278,0.278,0.08353496,0.16437589,True,1
279,0.279,0.07275716,0.16976562,True,1
280,0.28,0.11048194,0.17515534,True,1
281,0.281,0.11587166,0.15629213,True,1
282,0.282,0.070061475,0.19671258,True,1
283,0.283,0.09700845,0.2155758,True,1
284,0.284,0.04042046,0.16168185,True,1
285,0.285,0.0754512,0.17784938,True,1
286,0.286,0.09700845,0.18862882,True,1
287,0.287,0.08892469,0.20210232,True,1
288,0.288,0.061977714,0.1509024,True,1
289,0.289,0.035030738,0.19671258,True,1
290,0.29,0.07275716,0.16976562,True,1
291,0.291,0.070061475,0.2155758,True,1
292,0.292,0.067367435,0.1724613,True,1
293,0.293,0.045810185,0.18054506,True,1
294,0.294,0.05658799,0.22096552,True,1
295,0.295,0.059283674,0.16437589,True,1
296,0.296,0.059283674,0.19132286,True,1
297,0.297,0.070061475,0.20479636,True,1
298,0.298,0.07275716,0.19940828,True,1
299,0.299,0.09162037,0.15359809,True,1
300,0.3,0.048504226,0.20479636,True,1
301,0.301,0.067367435,0.1832391,True,1
302,0.302,0.0754512,0.1401246,True,1
303,0.303,0.061977714,0.16707158,True,1
304,0.304,0.061977714,0.1724613,True,1
305,0.305,0.061977714,0.16437589,True,1
306,0.306,0.070061475,0.16437589,True,1
307,0.307,0.059283674,0.20749204,True,1
308,0.308,0.04042046,0.1509024,True,1
309,0.309,0.08084092,0.18054506,True,1
310,0.31,0.0646734,0.1724613,True,1
311,0.311,0.05658799,0.19671258,True,1
312,0.312,0.048504226,0.19940828,True,1
313,0.313,0.029641015,0.16707158,True,1
314,0.314,0.04042046,0.17515534,True,1
315,0.315,0.005389724,0.17515534,True,1
316,0.316,0.061977714,0.11856735,True,1
317,0.317,-0.010779448,0.13204083,True,1
318,0.318,0.070061475,0.16976562,True,1
319,0.319,0.067367435,0.14551432,True,1
320,0.32,0.024252936,0.16707158,True,1
321,0.321,0.035030738,0.13742891,True,1
322,0.322,0.026946975,0.16976562,True,1
323,0.323,0.04042046,0.15359809,True,1
324,0.324,0.045810185,0.12126139,True,1
325,0.325,0.026946975,0.18054506,True,1
326,0.326,0.026946975,0.12665111,True,1
327,0.327,0.026946975,0.16707158,True,1
328,0.328,0.021557251,0.19940828,True,1
329,0.329,0.059283674,0.20479636,True,1
330,0.33,0.035030738,0.22635525,True,1
331,0.331,0.0754512,0.20210232,True,1
332,0.332,0.029641015,0.20210232,True,1
333,0.333,0.04042046,0.24252278,True,1
334,0.334,0.029641015,0.24521682,True,1
335,0.335,0.04042046,0.23443902,True,1
336,0.336,0.035030738,0.24521682,True,1
337,0.337,0.026946975,0.22096552,True,1
338,0.338,0.04042046,0.22096552,True,1
339,0.339,0.07814688,0.18862882,True,1
340,0.34,0.035030738,0.22365956,True,1
341,0.341,0.035030738,0.2586903,True,1
342,0.342,0.0646734,0.23982874,True,1
343,0.343,0.037726425,0.23443902,True,1
344,0.344,0.08623065,0.24252278,True,1
345,0.345,0.026946975,0.19132286,True,1
346,0.346,0.08084092,0.24252278,True,1
347,0.347,0.045810185,0.25330222,True,1
348,0.348,0.067367435,0.22365956,True,1
349,0.349,0.029641015,0.22096552,True,1
350,0.35,0.059283674,0.18593478,True,1
351,0.351,0.0646734,0.22365956,True,1
352,0.352,0.05658799,0.23982874,True,1
353,0.353,0.08353496,0.22096552,True,1
354,0.354,0.08623065,0.2155758,True,1
355,0.355,0.09970414,0.19671258,True,1
356,0.356,0.070061475,0.1724613,True,1
357,0.357,0.07275716,0.18054506,True,1
358,0.358,0.05119991,0.16437589,True,2
359,0.359,0.048504226,0.1832391,True,2
360,0.36,-0.021557251,0.1509024,True,2
361,0.361,-0.09970414,0.12395543,True,2
362,0.362,-0.13742891,0.12126139,True,2
363,0.363,-0.1724613,0.1077879,True,2
364,0.364,-0.2290493,0.07814688,True,2
365,0.365,-0.28294325,0.037726425,True,2
366,0.366,-0.30719617,0.0646734,True,2
367,0.367,-0.36109012,0.059283674,True,2
368,0.368,-0.36109012,0.048504226,True,2
369,0.369,-0.33414316,0.07814688,True,3
370,0.37,-0.27755353,0.037726425,True,3
371,0.371,-0.26408002,0.043114502,True,3
372,0.372,-0.20210232,0.018863212,True,3
373,0.373,-0.1401246,0.026946975,True,3
374,0.374,-0.08353496,0.026946975,True,3
375,0.375,-0.048504226,0.045810185,True,3
376,0.376,-0.0080837635,0.061977714,True,3
377,0.377,0.029641015,0.09970414,True,3
378,0.378,0.029641015,0.1077879,True,3
379,0.379,0.0323367,0.09162037,True,3
380,0.38,0.035030738,0.10509386,True,3
381,0.381,-0.0080837635,0.12665111,True,3
382,0.382,-0.013473487,0.13473487,True,3
383,0.383,-0.035030738,0.10509386,True,3
384,0.384,-0.061977714,0.1401246,True,3
385,0.385,-0.09970414,0.10509386,True,3
386,0.386,-0.12126139,0.12126139,True,3
387,0.387,-0.13473487,0.14551432,True,3
388,0.388,-0.14820836,0.09700845,True,1
389,0.389,-0.1077879,0.13742891,True,1
390,0.39,-0.11587166,0.07275716,True,1
391,0.391,-0.14281864,0.11317763,True,1
392,0.392,-0.12395543,0.11856735,True,1
393,0.393,-0.12395543,0.0754512,True,1
394,0.394,-0.12665111,0.07814688,True,1
395,0.395,-0.07275716,0.08892469,True,1
396,0.396,-0.10239818,0.0646734,True,1
397,0.397,-0.09431441,0.05389395,True,1
398,0.398,-0.0754512,0.070061475,True,1
399,0.399,-0.1077879,0.0646734,True,1
400,0.4,-0.12126139,0.10509386,True,1
401,0.401,-0.12395543,0.07275716,True,1
402,0.402,-0.14551432,0.04042046,True,1
403,0.403,-0.14820836,0.08084092,True,1
404,0.404,-0.12934515,0.09700845,True,1
405,0.405,-0.13204083,0.08084092,True,1
406,0.406,-0.09970414,0.059283674,True,1
407,0.407,-0.1509024,0.021557251,True,1
408,0.408,-0.14820836,0.021557251,True,1
409,0.409,-0.14551432,-0.0026940396,True,1
410,0.41,-0.12126139,0.061977714,True,1
411,0.411,-0.11856735,0.035030738,True,1
412,0.412,-0.11048194,0.026946975,True,1
413,0.413,-0.12395543,0.016167527,True,1
414,0.414,-0.09162037,0.070061475,True,1
415,0.415,-0.12934515,0.08623065,True,1
416,0.416,-0.10239818,0.035030738,True,1
